PLAYER,UHC,TEAM,COMMENT,,,,,,,
mrdagger17,40,Evil,,,,,,,,
ZenStryk,40,Uconn,,,,,,,,
seanm105,40,Evil,,,,,,,,
belundun,40,Uconn,,,,,,,,
1ottsco,40,Beast,,,,,,,,
icedrake25,40,Uconn,,,,,,,,
XmasGoose,40,Beast,,,,,,,,
GrandGoon98,40,Uconn,,,,,,,,
mikecherry,40,Beast,,,,,,,,
St33n3r,40,BC,,,,,,,,
brassline,40,BC,,,,,,,,
YungSpesh,40,BC,,,,,,,,
Dunkersplatt,40,BC,,,,,,,,
_pau1,40,Beast,,,,,,,,
YungSpesh,41,BC,,,,,,,,
belundun,41,Uconn,,,,,,,,
mrdagger17,41,Evil,,,,,,,,
icedrake25,41,Uconn,,,,,,,,
seanm105,41,Evil,,,,,,,,
Dunkersplatt,41,BC,,,,,,,,
_pau1,41,Beast,,,,,,,,
1ottsco,41,Beast,,,,,,,,
Wolfzx99,41,Evil,,,,,,,,
ToaNuparu,41,Evil,,,,,,,,
St33n3r,41,BC,,,,,,,,
Meyeravi,41,BC,,,,,,,,
XmasGoose,41,Beast,,,,,,,,
brassline,41,BC,,,,,,,,
ZenStryk,41,Uconn,,,,,,,,
DemonicFish,41,Beast,,,,,,,,
Shananalovesdem,41,Uconn,,,,,,,,
IntenseYogurt,41,Evil,,,,,,,,
ToaNuparu,42,Evil,,,,,,,,
RARich,42,Beast,,,,,,,,
Dunkersplatt,42,BC,,,,,,,,
Albertc5555,42,Cherry,,,,,,,,
mikecherry,42,Cherry,,,,,,,,
DemonicFish,42,Beast,,,,,,,,
icedrake25,42,Uconn,,,,,,,,
seanm105,42,Evil,,,,,,,,
ZenStryk,42,Uconn,,,,,,,,
mrdagger17,42,Evil,,,,,,,,
IntenseYogurt,42,Evil,,,,,,,,
belundun,42,Uconn,,,,,,,,
YungSpesh,42,BC,,,,,,,,
brassline,42,BC,,,,,,,,
1ottsco,42,Beast,,,,,,,,
XmasGoose,42,Beast,,,,,,,,
meddi3,42,Cherry,,,,,,,,
Shananalovesdem,42,Uconn,,,,,,,,
St33n3r,42,BC,,,,,,,,
Wolfzx99,42,Evil,,,,,,,,
Wolfzx99,43,Evil,,,,,,,,
meddi3,43,Cherry,,,,,,,,
IntenseYogurt,43,Evil,,,,,,,,
mikecherry,43,Cherry,,,,,,,,
Albertc5555,43,Cherry,,,,,,,,
Dunkersplatt,43,BC,,,,,,,,
Shananalovesdem,43,Uconn,,,,,,,,
DemonicFish,43,Uconn,,,,,,,,
_pau1,43,Uconn,,,,,,,,
1ottsco,43,Beast,,,,,,,,
mrdagger17,43,Evil,,,,,,,,
seanm105,43,Evil,,,,,,,,
St33n3r,43,BC,,,,,,,,
ToaNuparu,43,Beast,,,,,,,,
brassline,43,BC,,,,,,,,
XmasGoose,43,Beast,,,,,,,,
icedrake25,44,Uconn,,,,,,,,
mikecherry,44,Beast,,,,,,,,
Shananalovesdem,44,Uconn,,,,,,,,
ZenStryk,44,Uconn,,,,,,,,
IntenseYogurt,44,Evil,,,,,,,,
DemonicFish,44,BC,,,,,,,,
Dunkersplatt,44,BC,,,,,,,,
1ottsco,44,Beast,,,,,,,,
belundun,44,Uconn,,,,,,,,
_pau1,44,Beast,,,,,,,,
St33n3r,44,BC,,,,,,,,
ToaNuparu,44,Evil,,,,,,,,
brassline,44,BC,,,,,,,,
seanm105,44,Evil,,,,,,,,
mrdagger17,44,Evil,,,,,,,,
IntenseYogurt,45,Evil,,,,,,,,
meddi3,45,Cherry,,,,,,,,
Albertc5555,45,Cherry,,,,,,,,
Wolfzx99,45,Evil,,,,,,,,
mikecherry,45,Cherry,,,,,,,,
RARich,45,UDel1,,,,,,,,
ZenStryk,45,Uconn,,,,,,,,
icedrake25,45,Uconn,,,,,,,,
1ottsco,45,1ottsco,,,,,,,,
ToaNuparu,45,UDel1,,,,,,,,
Dunkersplatt,45,BC,,,,,,,,
XmasGoose,45,UDel1,,,,,,,,
xcatieladyx,45,BC,,,,,,,,
SuperiorBoog,45,BC,,,,,,,,
YungSpesh,45,BC,,,,,,,,
seanm105,45,Evil,,,,,,,,
St33n3r,45,BlackSky,,,,,,,,
Tran_1230,45,Uconn,,,,,,,,
DemonicFish,45,UDel1,,,,,,,,
belundun,45,Uconn,,,,,,,,
brassline,45,BlackSky,,,,,,,,
mrdagger17,45,Evil,,,,,,,,
Dunkersplatt,46,Love,,,,,,,,
belundun,46,Swim,,,,,,,,
mrdagger17,46,Swim,,,,,,,,
IntenseYogurt,46,Love,,,,,,,,
seanm105,46,Swim,,,,,,,,
Tran_1230,46,1ottsco,,,,,,,,
Albertc5555,46,Cherry,,,,,,,,
1ottsco,46,1ottsco,,,,,,,,
meddi3,46,Cherry,,,,,,,,
ToaNuparu,46,1ottsco,,,,,,,,
Wolfzx99,46,Swim,,,,,,,,
brassline,46,Love,,,,,,,,
XmasGoose,46,Uconn,,,,,,,,
Shananalovesdem,46,Uconn,,,,,,,,
DemonicFish,46,Uconn,,,,,,,,
ZenStryk,46,Uconn,,,,,,,,
echidnasrock1234,46,1ottsco,,,,,,,,
mikecherry,46,Cherry,,,,,,,,
St33n3r,46,Love,,,,,,,,
mikecherry,47,Cherry,,,,,,,,
St33n3r,47,BC,,,,,,,,
Dunkersplatt,47,BC,,,,,,,,
meddi3,47,Cherry,,,,,,,,
IntenseYogurt,47,Evil,,,,,,,,
1ottsco,47,Beast,,,,,,,,
mrdagger17,47,Evil,,,,,,,,
XmasGoose,47,Beast,,,,,,,,
S4ppho,47,Evil,,,,,,,,
Wolfzx99,47,Evil,,,,,,,,
brassline,47,BC,,,,,,,,
YungSpesh,47,BC,,,,,,,,
seanm105,47,Evil,,,,,,,,
ToaNuparu,47,Beast,,,,,,,,
belundun,47,Uconn,,,,,,,,
ZenStryk,47,Uconn,,,,,,,,
echidnasrock1234,47,Uconn,,,,,,,,
Shananalovesdem,47,Uconn,,,,,,,,
Dunkersplatt,48,BC,,,,,,,,
seanm105,48,Evil,,,,,,,,
Wolfzx99,48,Evil,,,,,,,,
mrdagger17,48,Evil,,,,,,,,
Tran_1230,48,XmasGoose,,,,,,,,
1ottsco,48,Uconn,,,,,,,,
DemonicFish,48,XmasGoose,,,,,,,,
YungSpesh,48,BC,,,,,,,,
brassline,48,BC,,,,,,,,
mikecherry,48,Cherry,,,,,,,,
Albertc5555,48,Cherry,,,,,,,,
St33n3r,48,BC,,,,,,,,
Shananalovesdem,48,Uconn,,,,,,,,
belundun,48,Uconn,,,,,,,,
icedrake25,48,Uconn,,,,,,,,
XmasGoose,48,XmasGoose,,,,,,,,
ZenStryk,48,Uconn,,,,,,,,
IntenseYogurt,48,Cherry,,,,,,,,
Wolfzx99,49,Evil,,,,,,,,
Shananalovesdem,49,Uconn,,,,,,,,
belundun,49,Uconn,,,,,,,,
IntenseYogurt,49,Evil,,,,,,,,
mrdagger17,49,Evil,,,,,,,,
ZenStryk,49,Uconn,,,,,,,,
ToaNuparu,49,Beast,,,,,,,,
XmasGoose,49,Beast,,,,,,,,
seanm105,49,Evil,,,,,,,,
YungSpesh,49,BC,,,,,,,,
brassline,49,BC,,,,,,,,
mikecherry,49,Cherry,,,,,,,,
DemonicFish,49,1ottsco,,,,,,,,
1ottsco,49,1ottsco,,,,,,,,
Albertc5555,49,Cherry,,,,,,,,
Dunkersplatt,49,BC,,,,,,,,
St33n3r,49,BC,,,,,,,,
XmasGoose,50,Beast,,,,,,,,
YungSpesh,50,BC,,,,,,,,
St33n3r,50,BC,,,,,,,,
ToaNuparu,50,Beast,,,,,,,,
Shananalovesdem,50,Uconn,,,,,,,,
ZenStryk,50,Uconn,,,,,,,,
Dunkersplatt,50,BC,,,,,,,,
DemonicFish,50,Beast,,,,,,,,
brassline,50,BC,,,,,,,,
firedrake282,50,Uconn2,,,,,,,,
1ottsco,50,Uconn2,,,,,,,,
catkinson98,50,Uconn2,,,,,,,,
icedrake25,50,Uconn2,,,,,,,,
mrdagger17,50,Evil,,,,,,,,
echidnasrock1234,50,Beast,,,,,,,,
Wolfzx99,50,Evil,,,,,,,,
IntenseYogurt,50,Evil,,,,,,,,
belundun,50,Uconn,,,,,,,,
seanm105,50,Evil,,,,,,,,
GrandGoon98,50,Uconn,,,,,,,,
mikecherry,50,Cherry,,,,,,,,
Albertc5555,50,Cherry,,,,,,,,
meddi3,50,Cherry,,,,,,,,
ZenStryk,51,Uconn,,,,,,,,
belundun,51,Uconn,,,,,,,,
Shananalovesdem,51,Uconn,,,,,,,,
ToaNuparu,51,Evil,,,,,,,,
Wolfzx99,51,Evil,,,,,,,,
1ottsco,51,Beast,,,,,,,,
seanm105,51,Evil,,,,,,,,
Dunkersplatt,51,BC,,,,,,,,
XmasGoose,51,Beast,,,,,,,,
YungSpesh,51,BC,,,,,,,,
brassline,51,BC,,,,,,,,
_pau1,52,Uconn,,,,,,,,
DemonicFish,52,Beast,,,,,,,,
ZenStryk,52,Uconn,,,,,,,,
Wolfzx99,52,Evil,,,,,,,,
echidnasrock1234,52,Uconn,,,,,,,,
mrdagger17,52,Evil,,,,,,,,
ToaNuparu,52,Evil,,,,,,,,
seanm105,52,Evil,,,,,,,,
1ottsco,52,Beast,,,,,,,,
YungSpesh,52,BC,,,,,,,,
XmasGoose,52,Beast,,,,,,,,
Dunkersplatt,52,BC,,,,,,,,
belundun,52,Uconn,,,,,,,,
brassline,52,BC,,,,,,,,
St33n3r,52,BC,,,,,,,,
IntenseYogurt,52,Evil,,,,,,,,
Shananalovesdem,53,Uconn,,,,,,,,
_pau1,53,BC,,,,,,,,
ZenStryk,53,Uconn,,,,,,,,
Albertc5555,53,Cherry,,,,,,,,
belundun,53,Uconn,,,,,,,,
echidnasrock1234,53,Uconn,,,,,,,,
mikecherry,53,Cherry,,,,,,,,
meddi3,53,Cherry,,,,,,,,
1ottsco,53,Beast,,,,,,,,
ToaNuparu,53,Beast,,,,,,,,
XmasGoose,53,Beast,,,,,,,,
DemonicFish,53,BC,,,,,,,,
Dunkersplatt,53,BC,,,,,,,,
seanm105,53,Beast,,,,,,,,
IntenseYogurt,54,Evil,,,,,,,,
ZenStryk,54,Uconn,,,,,,,,
Shananalovesdem,54,Uconn,,,,,,,,
mrdagger17,54,Evil,,,,,,,,
ToaNuparu,54,Evil,,,,,,,,
DemonicFish,54,Uconn,,,,,,,,
Wolfzx99,54,Evil,,,,,,,,
belundun,54,Uconn,,,,,,,,
YungSpesh,54,BC,,,,,,,,
Dunkersplatt,54,BC,,,,,,,,
seanm105,54,Evil,,,,,,,,
brassline,54,BC,,,,,,,,
_pau1,54,Uconn,,,,,,,,
XmasGoose,54,Beast,,,,,,,,
meddi3,54,Cherry,,,,,,,,
1ottsco,54,Beast,,,,,,,,
Albertc5555,54,Cherry,,,,,,,,
mikecherry,54,Cherry,,,,,,,,
IntenseYogurt,55,Evil,,,,,,,,
Meyeravi,55,BC,,,,,,,,
mrdagger17,55,Evil,,,,,,,,
YungSpesh,55,BC,,,,,,,,
Dunkersplatt,55,BC,,,,,,,,
ToaNuparu,55,Evil,,,,,,,,
brassline,55,BC,,,,,,,,
icedrake25,55,Uconn,,,,,,,,
DemonicFish,55,Uconn,,,,,,,,
braiiinz,55,Uconn,,,,,,,,
seanm105,55,Evil,,,,,,,,
echidnasrock1234,55,Beast,,,,,,,,
Shananalovesdem,55,Uconn,,,,,,,,
_pau1,55,Beast,,,,,,,,
XmasGoose,55,Beast,,,,,,,,
1ottsco,55,Beast,,,,,,,,
mikecherry,56,Beast,,,,,,,,
mrdagger17,56,Evil,,,,,,,,
XmasGoose,56,Beast,,,,,,,,
ToaNuparu,56,Evil,,,,,,,,
meddi3,56,Beast,,,,,,,,
seanm105,56,Evil,,,,,,,,
IntenseYogurt,56,Evil,,,,,,,,
1ottsco,56,Beast,,,,,,,,
icedrake25,56,Uconn,,,,,,,,
Meyeravi,56,BC,,,,,,,,
belundun,56,Uconn,,,,,,,,
_pau1,56,Uconn,,,,,,,,
brassline,56,BC,,,,,,,,
Dunkersplatt,56,BC,,,,,,,,
Shananalovesdem,56,Uconn,,,,,,,,
YungSpesh,56,BC,,,,,,,,
IntenseYogurt,57,Evil,,,,,,,,
echidnasrock1234,57,Uconn,,,,,,,,
_pau1,57,Uconn,,,,,,,,
mrdagger17,57,Evil,,,,,,,,
seanm105,57,Evil,,,,,,,,
ZenStryk,57,Uconn,,,,,,,,
belundun,57,Uconn,,,,,,,,
BethanBlast,57,Uconn,,,,,,,,
1ottsco,57,Beast,,,,,,,,
ToaNuparu,57,Evil,,,,,,,,
Dunkersplatt,57,Beast,,,,,,,,
Tran_1230,57,Evil,,,,,,,,
XmasGoose,57,Beast,,,,,,,,
XmasGoose,58,Beast,,,,,,,,
icedrake25,58,Uconn,,,,,,,,
1ottsco,58,Beast,,,,,,,,
ZenStryk,58,Uconn,,,,,,,,
_pau1,58,Beast,,,,,,,,
Dunkersplatt,58,Beast,,,,,,,,
belundun,58,Uconn,,,,,,,,
BethanBlast,58,Uconn,,,,,,,,
echidnasrock1234,58,Uconn,,,,,,,,
Tran_1230,58,Evil,,,,,,,,
seanm105,58,Evil,,,,,,,,
mrdagger17,58,Evil,,,,,,,,
YungSpesh,58,Beast,,,,,,,,
IntenseYogurt,58,Evil,,,,,,,,
ToaNuparu,58,Evil,,,,,,,,
XmasGoose,59,Beast,,,,,,,,
belundun,59,Uconn,,,,,,,,
1ottsco,59,Beast,,,,,,,,
DemonicFish,59,Uconn,,,,,,,,
echidnasrock1234,59,Uconn,,,,,,,,
seanm105,59,Evil,,,,,,,,
mrdagger17,59,Evil,,,,,,,,
Tran_1230,59,Evil,,,,,,,,
Dunkersplatt,59,BC,,,,,,,,
YungSpesh,59,BC,,,,,,,,
Meyeravi,59,BC,,,,,,,,
brassline,59,BC,,,,,,,,
belundun,60,Uconn,,,,,,,,
1ottsco,60,Beast,,,,,,,,
Tran_1230,60,Evil,,,,,,,,
XmasGoose,60,Beast,,,,,,,,
echidnasrock1234,60,Uconn,,,,,,,,
icedrake25,60,Uconn,,,,,,,,
seanm105,60,Evil,,,,,,,,
YungSpesh,60,BC,,,,,,,,
IntenseYogurt,60,Evil,,,,,,,,
mrdagger17,60,Evil,,,,,,,,
Dunkersplatt,60,BC,,,,,,,,
brassline,60,BC,,,,,,,,
seanm105,61,Evil,,,,,,,,
YungSpesh,61,BC,,,,,,,,
Wolfzx99,61,Evil,,,,,,,,
St33n3r,61,BC,,,,,,,,
IntenseYogurt,61,Evil,,,,,,,,
Shananalovesdem,61,Uconn,,,,,,,,
ToaNuparu,61,Evil,,,,,,,,
DemonicFish,61,Uconn,,,,,,,,
XmasGoose,61,Beast,,,,,,,,
echidnasrock1234,61,Uconn,,,,,,,,
belundun,61,Uconn,,,,,,,,
mrdagger17,61,Evil,,,,,,,,
1ottsco,61,Beast,,,,,,,,
brassline,61,BC,,,,,,,,
Dunkersplatt,61,BC,,,,,,,,
YungSpesh,62,Red,,,,,,,,
brassline,62,White,,,,,,,,
XmasGoose,62,Red,,,,,,,,
mrdagger17,62,White,,,,,,,,
St33n3r,62,Red,,,,,,,,
seanm105,62,White,,,,,,,,
1ottsco,62,Blue,,,,,,,,
Dunkersplatt,62,Blue,,,,,,,,
ToaNuparu,62,Blue,,,,,,,,
IntenseYogurt,63,Evil,,,,,,,,
Shananalovesdem,63,Uconn,,,,,,,,
ToaNuparu,63,BC,,,,,,,,
mrdagger17,63,Evil,,,,,,,,
Dunkersplatt,63,BC,,,,,,,,
Wolfzx99,63,Evil,,,,,,,,
belundun,63,Uconn,,,,,,,,
1ottsco,63,Uconn,,,,,,,,
YungSpesh,63,BC,,,,,,,,
IntenseYogurt,63,Evil,,,,,,,,
1ottsco,64,1ottsco,,,,,,,,
YungSpesh,64,YungSpesh,,,,,,,,
Shananalovesdem,64,Shananalovesdem,,,,,,,,
mrdagger17,64,mrdagger17,,,,,,,,
Dunkersplatt,64,Dunkersplatt,,,,,,,,
Wolfzx99,64,Wolfzx99,,,,,,,,
belundun,64,belundun,,,,,,,,
IntenseYogurt,64,IntenseYogurt,,,,,,,,
Dunkersplatt,65,BC,,,,,,,,
Shananalovesdem,65,Uconn,,,,,,,,
YungSpesh,65,BC,,,,,,,,
belundun,65,Uconn,,,,,,,,
ToaNuparu,65,Uconn,,,,,,,,
Tran_1230,65,Evil,,,,,,,,
SwathedEwe4,65,Love,,,,,,,,
mrdagger17,65,Evil,,,,,,,,
XmasGoose,65,Beast,,,,,,,,
Wolfzx99,65,Evil,,,,,,,,
1ottsco,65,Beast,,,,,,,,
xcatieladyx,65,BC,,,,,,,,
seanm105,65,Evil,,,,,,,,
IntenseYogurt,65,Love,,,,,,,,
mikecherry,65,Love,,,,,,,,
Dunkersplatt,66,BC,,,,,,,,
SwathedEwe4,66,Love,,,,,,,,
IntenseYogurt,66,Love,,,,,,,,
YungSpesh,66,BC,,,,,,,,
XmasGoose,66,Beast,,,,,,,,
1ottsco,66,Beast,,,,,,,,
mikecherry,66,Love,,,,,,,,
Tran_1230,66,BC,,,,,,,,
seanm105,66,Evil,,,,,,,,
mrdagger17,66,Evil,,,,,,,,
ToaNuparu,66,Evil,,,,,,,,
belundun,66,Uconn,,,,,,,,
DemonicFish,66,Uconn,,,,,,,,
Shananalovesdem,66,Uconn,,,,,,,,
seanm105,67,seanm105,,,,,,,,
ToaNuparu,67,ToaNuparu,,,,,,,,
IntenseYogurt,67,IntenseYogurt,,,,,,,,
Tran_1230,67,Tran_1230,,,,,,,,
echidnasrock1234,67,echidnasrock1234,,,,,,,,
1ottsco,67,1ottsco,,,,,,,,
Dunkersplatt,67,Dunkersplatt,,,,,,,,
1ottsco,68,Beast,,,,,,,,
seanm105,68,Evil,,,,,,,,
Dunkersplatt,68,Beast,,,,,,,,
mrdagger17,68,Evil,,,,,,,,
XmasGoose,68,Beast,,,,,,,,
IntenseYogurt,68,Evil,,,,,,,,
catkinson98,68,Uconn,,,,,,,,
echidnasrock1234,68,Uconn,,,,,,,,
icedrake25,68,Uconn,,,,,,,,
belundun,68,Uconn,,,,,,,,
Dunkersplatt,69,BrendanScott,,,,,,,,
Tran_1230,69,TranSean,,,,,,,,
1ottsco,69,BrendanScott,,,,,,,,
seanm105,69,TranSean,,,,,,,,
ToaNuparu,69,NateToa,,,,,,,,
XmasGoose,69,NateToa,,,,,,,,
mrdagger17,69,ConradCaelan,,,,,,,,
Wolfzx99,69,ConradCaelan,,,,,,,,
Dunkersplatt,70,BrendanJodyCaelan,,,,,,,,
XmasGoose,70,NateSeanTran,,,,,,,,
Shananalovesdem,70,BrendanJodyCaelan,,,,,,,,
seanm105,70,NateSeanTran,,,,,,,,
Tran_1230,70,NateSeanTran,,,,,,,,
ToaNuparu,70,ScottConradToa,,,,,,,,
1ottsco,70,ScottConradToa,,,,,,,,
mrdagger17,70,ScottConradToa,,,,,,,,
Wolfzx99,70,BrendanJodyCaelan,,,,,,,,
IntenseYogurt,71,NateChad,,,,,,,,
ToaNuparu,71,BrendanToa,,,,,,,,
Dunkersplatt,71,BrendanToa,,,,,,,,
XmasGoose,71,NateChad,,,,,,,,
Shananalovesdem,71,Uconn,,,,,,,,
belundun,71,Uconn,,,,,,,,
ZenStryk,71,Uconn,,,,,,,,
seanm105,71,ScottSean,,,,,,,,
1ottsco,71,ScottSean,,,,,,,,
IntenseYogurt,72,Love,,,,,,,,
mrdagger17,72,Evil,,,,,,,,
seanm105,72,Evil,,,,,,,,
mikecherry,72,Love,,,,,,,,
icedrake25,72,Uconn,,,,,,,,
DemonicFish,72,BC,,,,,,,,
Dunkersplatt,72,BC,,,,,,,,
belundun,72,Uconn,,,,,,,,
1ottsco,72,Beast,,,,,,,,
Shananalovesdem,72,Uconn,,,,,,,,
XmasGoose,72,Beast,,,,,,,,
Shananalovesdem,73,Uconn,,,,,,,,
meddi3,73,Cherry,,,,,,,,
belundun,73,Uconn,,,,,,,,
mikecherry,73,Cherry,,,,,,,,
IntenseYogurt,73,Evil,,,,,,,,
XmasGoose,73,Beast,,,,,,,,
1ottsco,73,Beast,,,,,,,,
Wolfzx99,73,Evil,,,,,,,,
Tran_1230,73,Uconn,,,,,,,,
mrdagger17,73,Evil,,,,,,,,
seanm105,73,Evil,,,,,,,,
Dunkersplatt,73,BC,,,,,,,,
brassline,73,BC,,,,,,,,
St33n3r,73,BC,,,,,,,,
XmasGoose,74,Beast,,,,,,,,
ToaNuparu,74,Evil,,,,,,,,
seanm105,74,Evil,,,,,,,,
Wolfzx99,74,Evil,,,,,,,,
1ottsco,74,Beast,,,,,,,,
Dunkersplatt,74,BC,,,,,,,,
IntenseYogurt,74,Love,,,,,,,,
St33n3r,74,BC,,,,,,,,
meddi3,74,Love,,,,,,,,
brassline,74,BC,,,,,,,,
echidnasrock1234,74,Uconn,,,,,,,,
mikecherry,74,Love,,,,,,,,
Shananalovesdem,74,Uconn,,,,,,,,
belundun,74,Uconn,,,,,,,,
IntenseYogurt,75,Love,,,,,,,,
belundun,75,Uconn,,,,,,,,
meddi3,75,Love,,,,,,,,
echidnasrock1234,75,Uconn,,,,,,,,
Shananalovesdem,75,Uconn,,,,,,,,
ToaNuparu,75,BrendanToaSean,,,,,,,,
mikecherry,75,Love,,,,,,,,
seanm105,75,BrendanToaSean,,,,,,,,
Dunkersplatt,75,BrendanToaSean,,,,,,,,
XmasGoose,75,Beast,,,,,,,,
1ottsco,75,Beast,,,,,,,,
